train_ratio,model,battery,rmse
50%,XNet,average,0.03150760665721831
50%,FC,average,0.147766600375466
50%,LSTM,average,0.040777280770441036
50%,GRU,average,0.04514189554810399
50%,CNN,average,0.03145209290586378
50%,ResNet,average,0.13382416083286963
