train_ratio,epochs,XNet_rmse,FC_rmse,LSTM_rmse,GRU_rmse,CNN_rmse,ResNet_rmse,best_baseline_model,best_baseline_rmse,xnet_vs_best_baseline_percent,xnet_best_lr,xnet_best_hidden_dim,xnet_best_num_layers,xnet_best_lambda1,xnet_best_lambda2,xnet_best_d
40%,300,0.12656647836653934,0.46455432644084127,0.07683020701382424,0.08360974807976695,0.27213793377924933,0.1970477716383908,LSTM,0.07683020701382424,-64.73530826718445,0.01,128,2,0.7,0.1,0.5
