train_ratio,model,battery,rmse
70%,XNet,average,0.023499177381623354
70%,FC,average,0.03557782422191254
70%,LSTM,average,0.0329271675021505
70%,GRU,average,0.024375292763230243
70%,CNN,average,0.03475135842741105
70%,ResNet,average,0.04199508365675358
